,precision,recall,f1-score,support,ROC_AUC
College,0.070,0.057,0.011,0.000,
No College,0.044,0.086,0.025,0.000,
accuracy,0.017,0.017,0.017,0.017,0.013
macro avg,0.019,0.017,0.017,0.000,
weighted avg,0.019,0.017,0.017,0.000,
