,precision,recall,f1-score,support,ROC_AUC
College,0.873±0.070,0.886±0.057,0.876±0.011,100.000±0.000,nan±nan
No College,0.888±0.044,0.862±0.086,0.871±0.025,100.000±0.000,nan±nan
accuracy,0.874±0.017,0.874±0.017,0.874±0.017,0.874±0.017,0.949±0.013
macro avg,0.880±0.019,0.874±0.017,0.873±0.017,200.000±0.000,nan±nan
weighted avg,0.880±0.019,0.874±0.017,0.873±0.017,200.000±0.000,nan±nan
