,precision,recall,f1-score,support,ROC_AUC
No College,0.9111111111111112,0.82,0.8631578947368421,100.0,
College,0.8363636363636363,0.92,0.8761904761904761,100.0,
accuracy,0.87,0.87,0.87,0.87,0.95515
macro avg,0.8737373737373737,0.87,0.8696741854636592,200.0,
weighted avg,0.8737373737373737,0.87,0.869674185463659,200.0,
