,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.674±0.023,0.894±0.040,0.768±0.012,399.600±0.548,nan±nan
Potable,0.666±0.050,0.321±0.093,0.425±0.088,255.600±0.548,nan±nan
accuracy,0.671±0.021,0.671±0.021,0.671±0.021,0.671±0.021,0.681±0.031
macro avg,0.670±0.027,0.608±0.032,0.597±0.046,655.200±0.447,nan±nan
weighted avg,0.671±0.024,0.671±0.021,0.634±0.037,655.200±0.447,nan±nan
