,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.023,0.040,0.012,0.548,
Potable,0.050,0.093,0.088,0.548,
accuracy,0.021,0.021,0.021,0.021,0.031
macro avg,0.027,0.032,0.046,0.447,
weighted avg,0.024,0.021,0.037,0.447,
