,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.885±0.003,0.934±0.002,0.909±0.002,4944.000±0.000,nan±nan
Income > 50K,0.749±0.009,0.618±0.011,0.677±0.010,1568.200±0.447,nan±nan
accuracy,0.858±0.004,0.858±0.004,0.858±0.004,0.858±0.004,0.914±0.002
macro avg,0.817±0.006,0.776±0.006,0.793±0.006,6512.200±0.447,nan±nan
weighted avg,0.853±0.004,0.858±0.004,0.853±0.004,6512.200±0.447,nan±nan
