,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.885,0.934,0.909,4944.000,
Income > 50K,0.749,0.618,0.677,1568.200,
accuracy,0.858,0.858,0.858,0.858,0.914
macro avg,0.817,0.776,0.793,6512.200,
weighted avg,0.853,0.858,0.853,6512.200,
