,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.957±0.001,0.951±0.007,0.954±0.004,972.200±0.447,nan±nan
Stroke,0.152±0.030,0.169±0.019,0.160±0.024,49.800±0.447,nan±nan
accuracy,0.913±0.007,0.913±0.007,0.913±0.007,0.913±0.007,0.560±0.012
macro avg,0.554±0.015,0.560±0.012,0.557±0.014,1022.000±0.000,nan±nan
weighted avg,0.918±0.003,0.913±0.007,0.915±0.005,1022.000±0.000,nan±nan
