,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.683±0.013,0.766±0.017,0.722±0.011,792.600±0.548,nan±nan
Recidivism,0.665±0.017,0.566±0.025,0.611±0.019,650.200±0.447,nan±nan
accuracy,0.676±0.013,0.676±0.013,0.676±0.013,0.676±0.013,0.727±0.017
macro avg,0.674±0.014,0.666±0.014,0.667±0.014,1442.800±0.447,nan±nan
weighted avg,0.675±0.014,0.676±0.013,0.672±0.014,1442.800±0.447,nan±nan
