,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.878±0.001,0.944±0.001,0.910±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.739±0.005,0.546±0.006,0.628±0.006,6375.400±0.548,nan±nan
accuracy,0.855±0.002,0.855±0.002,0.855±0.002,0.855±0.002,0.886±0.003
macro avg,0.809±0.003,0.745±0.003,0.769±0.003,28438.600±0.548,nan±nan
weighted avg,0.847±0.002,0.855±0.002,0.847±0.002,28438.600±0.548,nan±nan
