,precision,recall,f1-score,support,ROC_AUC
Bad,0.740±0.011,0.757±0.012,0.749±0.009,1027.200±0.447,nan±nan
Good,0.730±0.010,0.712±0.017,0.721±0.011,947.000±0.000,nan±nan
accuracy,0.735±0.009,0.735±0.009,0.735±0.009,0.735±0.009,0.806±0.008
macro avg,0.735±0.009,0.734±0.010,0.735±0.010,1974.200±0.447,nan±nan
weighted avg,0.735±0.009,0.735±0.009,0.735±0.010,1974.200±0.447,nan±nan
