,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.897±0.003,0.938±0.003,0.917±0.002,4944.000±0.000,nan±nan
Income > 50K,0.771±0.009,0.659±0.009,0.710±0.008,1568.200±0.447,nan±nan
accuracy,0.871±0.003,0.871±0.003,0.871±0.003,0.871±0.003,0.927±0.001
macro avg,0.834±0.005,0.798±0.005,0.814±0.005,6512.200±0.447,nan±nan
weighted avg,0.866±0.004,0.871±0.003,0.867±0.003,6512.200±0.447,nan±nan
