,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.897,0.938,0.917,4944.000,
Income > 50K,0.771,0.659,0.710,1568.200,
accuracy,0.871,0.871,0.871,0.871,0.927
macro avg,0.834,0.798,0.814,6512.200,
weighted avg,0.866,0.871,0.867,6512.200,
