,precision,recall,f1-score,support,ROC_AUC
Churn,0.628,0.498,0.555,373.800,
No Churn,0.831,0.894,0.861,1034.800,
accuracy,0.789,0.789,0.789,0.789,0.821
macro avg,0.730,0.696,0.708,1408.600,
weighted avg,0.777,0.789,0.780,1408.600,
