,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.875±0.001,0.951±0.001,0.911±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.757±0.005,0.530±0.006,0.623±0.005,6375.400±0.548,nan±nan
accuracy,0.856±0.002,0.856±0.002,0.856±0.002,0.856±0.002,0.887±0.002
macro avg,0.816±0.003,0.740±0.003,0.767±0.003,28438.600±0.548,nan±nan
weighted avg,0.849±0.002,0.856±0.002,0.847±0.002,28438.600±0.548,nan±nan
