,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.875,0.951,0.911,22063.200,
Rain tomorrow,0.757,0.530,0.623,6375.400,
accuracy,0.856,0.856,0.856,0.856,0.887
macro avg,0.816,0.740,0.767,28438.600,
weighted avg,0.849,0.856,0.847,28438.600,
