,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.002,0.108,0.092,0.447,
Stroke,0.012,0.066,0.019,0.447,
accuracy,0.100,0.100,0.100,0.100,0.034
macro avg,0.006,0.029,0.055,0.000,
weighted avg,0.002,0.100,0.088,0.000,
