,precision,recall,f1-score,support,ROC_AUC
No Stroke,0.975,0.561,0.707,972.200,
Stroke,0.080,0.723,0.143,49.800,
accuracy,0.569,0.569,0.569,0.569,0.702
macro avg,0.528,0.642,0.425,1022.000,
weighted avg,0.932,0.569,0.680,1022.000,
