,precision,recall,f1-score,support,ROC_AUC
No subscription,0.902,0.985,0.941,7984.400,
"Yes, subscribed",0.624,0.190,0.291,1057.800,
accuracy,0.892,0.892,0.892,0.892,0.779
macro avg,0.763,0.587,0.616,9042.200,
weighted avg,0.869,0.892,0.865,9042.200,
