,precision,recall,f1-score,support,ROC_AUC
No College,0.673469387755102,0.66,0.6666666666666666,100.0,
College,0.6666666666666666,0.68,0.6732673267326733,100.0,
accuracy,0.67,0.67,0.67,0.67,0.7173499999999999
macro avg,0.6700680272108843,0.67,0.66996699669967,200.0,
weighted avg,0.6700680272108843,0.67,0.66996699669967,200.0,
