,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.870±0.001,0.956±0.001,0.911±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.768±0.006,0.506±0.003,0.610±0.004,6375.400±0.548,nan±nan
accuracy,0.855±0.001,0.855±0.001,0.855±0.001,0.855±0.001,0.883±0.002
macro avg,0.819±0.003,0.731±0.002,0.760±0.002,28438.600±0.548,nan±nan
weighted avg,0.847±0.002,0.855±0.001,0.843±0.001,28438.600±0.548,nan±nan
