,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.015,0.032,0.020,0.548,
Potable,0.065,0.032,0.038,0.548,
accuracy,0.025,0.025,0.025,0.025,0.026
macro avg,0.039,0.024,0.028,0.447,
weighted avg,0.034,0.025,0.026,0.447,
