,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.676,0.878,0.764,399.600,
Potable,0.645,0.343,0.447,255.600,
accuracy,0.669,0.669,0.669,0.669,0.678
macro avg,0.661,0.610,0.605,655.200,
weighted avg,0.664,0.669,0.640,655.200,
