,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.629±0.006,0.926±0.015,0.749±0.005,399.600±0.548,nan±nan
Potable,0.555±0.036,0.145±0.029,0.229±0.038,255.600±0.548,nan±nan
accuracy,0.621±0.008,0.621±0.008,0.621±0.008,0.621±0.008,0.585±0.015
macro avg,0.592±0.021,0.535±0.010,0.489±0.019,655.200±0.447,nan±nan
weighted avg,0.600±0.017,0.621±0.008,0.546±0.016,655.200±0.447,nan±nan
