,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.629,0.926,0.749,399.600,
Potable,0.555,0.145,0.229,255.600,
accuracy,0.621,0.621,0.621,0.621,0.585
macro avg,0.592,0.535,0.489,655.200,
weighted avg,0.600,0.621,0.546,655.200,
