,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.887,0.936,0.910,4944.000,
Income > 50K,0.754,0.623,0.682,1568.333,
accuracy,0.860,0.860,0.860,0.860,0.916
macro avg,0.821,0.779,0.796,6512.333,
weighted avg,0.855,0.860,0.856,6512.333,
