,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.887±0.002,0.936±0.004,0.910±0.001,4944.000±0.000,nan±nan
Income > 50K,0.754±0.011,0.623±0.008,0.682±0.002,1568.333±0.577,nan±nan
accuracy,0.860±0.002,0.860±0.002,0.860±0.002,0.860±0.002,0.916±0.002
macro avg,0.821±0.005,0.779±0.002,0.796±0.001,6512.333±0.577,nan±nan
weighted avg,0.855±0.002,0.860±0.002,0.856±0.001,6512.333±0.577,nan±nan
