,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.880,0.931,0.905,4944.000,
Income > 50K,0.733,0.600,0.660,1568.200,
accuracy,0.851,0.851,0.851,0.851,0.907
macro avg,0.806,0.765,0.782,6512.200,
weighted avg,0.845,0.851,0.846,6512.200,
