,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.880±0.003,0.931±0.004,0.905±0.002,4944.000±0.000,nan±nan
Income > 50K,0.733±0.010,0.600±0.011,0.660±0.008,1568.200±0.447,nan±nan
accuracy,0.851±0.003,0.851±0.003,0.851±0.003,0.851±0.003,0.907±0.002
macro avg,0.806±0.006,0.765±0.005,0.782±0.005,6512.200±0.447,nan±nan
weighted avg,0.845±0.004,0.851±0.003,0.846±0.004,6512.200±0.447,nan±nan
