,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.868,0.939,0.902,4944.000,
Income > 50K,0.741,0.551,0.632,1568.200,
accuracy,0.846,0.846,0.846,0.846,0.897
macro avg,0.805,0.745,0.767,6512.200,
weighted avg,0.838,0.846,0.837,6512.200,
