,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.868±0.003,0.939±0.005,0.902±0.002,4944.000±0.000,nan±nan
Income > 50K,0.741±0.012,0.551±0.015,0.632±0.009,1568.200±0.447,nan±nan
accuracy,0.846±0.003,0.846±0.003,0.846±0.003,0.846±0.003,0.897±0.002
macro avg,0.805±0.006,0.745±0.006,0.767±0.005,6512.200±0.447,nan±nan
weighted avg,0.838±0.003,0.846±0.003,0.837±0.003,6512.200±0.447,nan±nan
