,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.880±0.002,0.871±0.006,0.875±0.003,4944.000±0.000,nan±nan
Income > 50K,0.606±0.009,0.625±0.008,0.615±0.003,1568.200±0.447,nan±nan
accuracy,0.812±0.003,0.812±0.003,0.812±0.003,0.812±0.003,0.748±0.002
macro avg,0.743±0.004,0.748±0.002,0.745±0.003,6512.200±0.447,nan±nan
weighted avg,0.814±0.002,0.812±0.003,0.813±0.002,6512.200±0.447,nan±nan
