,precision,recall,f1-score,support,ROC_AUC
No rain tomorrow,0.874±0.002,0.943±0.005,0.907±0.001,22063.200±0.447,nan±nan
Rain tomorrow,0.729±0.014,0.530±0.012,0.613±0.005,6375.400±0.548,nan±nan
accuracy,0.850±0.002,0.850±0.002,0.850±0.002,0.850±0.002,0.878±0.003
macro avg,0.802±0.006,0.736±0.004,0.760±0.003,28438.600±0.548,nan±nan
weighted avg,0.842±0.002,0.850±0.002,0.841±0.002,28438.600±0.548,nan±nan
