,precision,recall,f1-score,support,ROC_AUC
Bad,0.739±0.021,0.706±0.014,0.722±0.016,1027.200±0.447,nan±nan
Good,0.695±0.015,0.729±0.027,0.712±0.019,947.000±0.000,nan±nan
accuracy,0.717±0.017,0.717±0.017,0.717±0.017,0.717±0.017,0.783±0.017
macro avg,0.717±0.018,0.717±0.018,0.717±0.017,1974.200±0.447,nan±nan
weighted avg,0.718±0.018,0.717±0.017,0.717±0.017,1974.200±0.447,nan±nan
