,precision,recall,f1-score,support,ROC_AUC
Churn,0.013,0.054,0.018,0.447,
No Churn,0.018,0.031,0.015,0.447,
accuracy,0.014,0.014,0.014,0.014,0.020
macro avg,0.011,0.017,0.012,0.548,
weighted avg,0.014,0.014,0.012,0.548,
