,precision,recall,f1-score,support,ROC_AUC
College,0.869±0.029,0.864±0.028,0.866±0.006,100.000±0.000,nan±nan
No College,0.866±0.020,0.868±0.040,0.866±0.012,100.000±0.000,nan±nan
accuracy,0.866±0.008,0.866±0.008,0.866±0.008,0.866±0.008,0.951±0.004
macro avg,0.867±0.007,0.866±0.008,0.866±0.008,200.000±0.000,nan±nan
weighted avg,0.867±0.007,0.866±0.008,0.866±0.008,200.000±0.000,nan±nan
