,precision,recall,f1-score,support,ROC_AUC
Churn,0.659,0.553,0.601,373.800,
No Churn,0.848,0.897,0.871,1034.800,
accuracy,0.805,0.805,0.805,0.805,0.845
macro avg,0.753,0.725,0.736,1408.600,
weighted avg,0.797,0.805,0.800,1408.600,
