,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.699,0.759,0.728,792.600,
Recidivism,0.672,0.602,0.635,650.200,
accuracy,0.688,0.688,0.688,0.688,0.739
macro avg,0.686,0.681,0.681,1442.800,
weighted avg,0.687,0.688,0.686,1442.800,
