,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.014,0.011,0.011,0.548,
Recidivism,0.016,0.023,0.019,0.447,
accuracy,0.014,0.014,0.014,0.014,0.019
macro avg,0.014,0.015,0.015,0.447,
weighted avg,0.014,0.014,0.015,0.447,
