,precision,recall,f1-score,support,ROC_AUC
No subscription,0.908,0.981,0.943,7984.400,
"Yes, subscribed",0.634,0.247,0.355,1057.800,
accuracy,0.895,0.895,0.895,0.895,0.805
macro avg,0.771,0.614,0.649,9042.200,
weighted avg,0.876,0.895,0.874,9042.200,
