,precision,recall,f1-score,support,ROC_AUC
Bad,0.652±0.019,0.645±0.004,0.648±0.009,1027.200±0.447,nan±nan
Good,0.619±0.011,0.626±0.032,0.622±0.021,947.000±0.000,nan±nan
accuracy,0.636±0.014,0.636±0.014,0.636±0.014,0.636±0.014,0.636±0.015
macro avg,0.636±0.015,0.636±0.015,0.635±0.015,1974.200±0.447,nan±nan
weighted avg,0.636±0.015,0.636±0.014,0.636±0.014,1974.200±0.447,nan±nan
