,precision,recall,f1-score,support,ROC_AUC
Bad,0.726,0.741,0.733,1027.200,
Good,0.713,0.697,0.705,947.000,
accuracy,0.720,0.720,0.720,0.720,0.785
macro avg,0.720,0.719,0.719,1974.200,
weighted avg,0.720,0.720,0.720,1974.200,
