,precision,recall,f1-score,support,ROC_AUC
Bad,0.726±0.015,0.741±0.021,0.733±0.013,1027.200±0.447,nan±nan
Good,0.713±0.016,0.697±0.024,0.705±0.015,947.000±0.000,nan±nan
accuracy,0.720±0.013,0.720±0.013,0.720±0.013,0.720±0.013,0.785±0.013
macro avg,0.720±0.013,0.719±0.013,0.719±0.013,1974.200±0.447,nan±nan
weighted avg,0.720±0.013,0.720±0.013,0.720±0.013,1974.200±0.447,nan±nan
