,precision,recall,f1-score,support,ROC_AUC
College,0.916±0.032,0.896±0.031,0.905±0.012,100.000±0.000,nan±nan
No College,0.899±0.027,0.916±0.035,0.907±0.012,100.000±0.000,nan±nan
accuracy,0.906±0.012,0.906±0.012,0.906±0.012,0.906±0.012,0.972±0.007
macro avg,0.907±0.014,0.906±0.012,0.906±0.012,200.000±0.000,nan±nan
weighted avg,0.907±0.014,0.906±0.012,0.906±0.012,200.000±0.000,nan±nan
