,precision,recall,f1-score,support,ROC_AUC
College,0.032,0.031,0.012,0.000,
No College,0.027,0.035,0.012,0.000,
accuracy,0.012,0.012,0.012,0.012,0.007
macro avg,0.014,0.012,0.012,0.000,
weighted avg,0.014,0.012,0.012,0.000,
