,precision,recall,f1-score,support,ROC_AUC
No subscription,0.002,0.001,0.001,0.548,
"Yes, subscribed",0.020,0.020,0.024,0.447,
accuracy,0.002,0.002,0.002,0.002,0.011
macro avg,0.011,0.010,0.013,0.447,
weighted avg,0.004,0.002,0.004,0.447,
