,precision,recall,f1-score,support,ROC_AUC
No subscription,0.906,0.981,0.942,7984.400,
"Yes, subscribed",0.618,0.235,0.341,1057.800,
accuracy,0.894,0.894,0.894,0.894,0.797
macro avg,0.762,0.608,0.641,9042.200,
weighted avg,0.873,0.894,0.872,9042.200,
