,precision,recall,f1-score,support,ROC_AUC
No subscription,0.906±0.002,0.981±0.001,0.942±0.001,7984.400±0.548,nan±nan
"Yes, subscribed",0.618±0.020,0.235±0.020,0.341±0.024,1057.800±0.447,nan±nan
accuracy,0.894±0.002,0.894±0.002,0.894±0.002,0.894±0.002,0.797±0.011
macro avg,0.762±0.011,0.608±0.010,0.641±0.013,9042.200±0.447,nan±nan
weighted avg,0.873±0.004,0.894±0.002,0.872±0.004,9042.200±0.447,nan±nan
