,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.658±0.015,0.522±0.085,0.579±0.045,792.600±0.548,nan±nan
Recidivism,0.536±0.021,0.668±0.073,0.592±0.021,650.200±0.447,nan±nan
accuracy,0.587±0.016,0.587±0.016,0.587±0.016,0.587±0.016,0.634±0.014
macro avg,0.597±0.009,0.595±0.010,0.585±0.015,1442.800±0.447,nan±nan
weighted avg,0.603±0.009,0.587±0.016,0.585±0.018,1442.800±0.447,nan±nan
