,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.015,0.085,0.045,0.548,
Recidivism,0.021,0.073,0.021,0.447,
accuracy,0.016,0.016,0.016,0.016,0.014
macro avg,0.009,0.010,0.015,0.447,
weighted avg,0.009,0.016,0.018,0.447,
