,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.696±0.017,0.766±0.013,0.729±0.014,792.600±0.548,nan±nan
Recidivism,0.674±0.020,0.592±0.028,0.630±0.024,650.200±0.447,nan±nan
accuracy,0.687±0.017,0.687±0.017,0.687±0.017,0.687±0.017,0.741±0.018
macro avg,0.685±0.018,0.679±0.018,0.680±0.018,1442.800±0.447,nan±nan
weighted avg,0.686±0.018,0.687±0.017,0.685±0.018,1442.800±0.447,nan±nan
