,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.017,0.013,0.014,0.548,
Recidivism,0.020,0.028,0.024,0.447,
accuracy,0.017,0.017,0.017,0.017,0.018
macro avg,0.018,0.018,0.018,0.447,
weighted avg,0.018,0.017,0.018,0.447,
