,precision,recall,f1-score,support,ROC_AUC
Churn,0.015,0.029,0.021,0.447,
No Churn,0.008,0.008,0.005,0.447,
accuracy,0.008,0.008,0.008,0.008,0.015
macro avg,0.011,0.014,0.012,0.548,
weighted avg,0.010,0.008,0.009,0.548,
