,precision,recall,f1-score,support,ROC_AUC
No Churn,0.8503213957759412,0.8946859903381642,0.8719397363465161,1035.0,
Churn,0.659375,0.5641711229946524,0.6080691642651298,374.0,
accuracy,0.8069552874378992,0.8069552874378992,0.8069552874378992,0.8069552874378992,0.8493657805678266
macro avg,0.7548481978879706,0.7294285566664083,0.740004450305823,1409.0,
weighted avg,0.7996372566558546,0.8069552874378992,0.8018988605775745,1409.0,
