,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.623±0.005,0.950±0.012,0.752±0.006,399.600±0.548,nan±nan
Potable,0.564±0.054,0.100±0.016,0.170±0.025,255.600±0.548,nan±nan
accuracy,0.618±0.008,0.618±0.008,0.618±0.008,0.618±0.008,0.564±0.021
macro avg,0.593±0.029,0.525±0.008,0.461±0.014,655.200±0.447,nan±nan
weighted avg,0.600±0.024,0.618±0.008,0.525±0.012,655.200±0.447,nan±nan
