,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.685±0.016,0.777±0.018,0.728±0.009,792.600±0.548,nan±nan
Recidivism,0.675±0.013,0.564±0.037,0.614±0.024,650.200±0.447,nan±nan
accuracy,0.681±0.012,0.681±0.012,0.681±0.012,0.681±0.012,0.735±0.012
macro avg,0.680±0.012,0.671±0.014,0.671±0.015,1442.800±0.447,nan±nan
weighted avg,0.681±0.012,0.681±0.012,0.677±0.014,1442.800±0.447,nan±nan
