,precision,recall,f1-score,support,ROC_AUC
College,0.890±0.042,0.896±0.040,0.892±0.012,100.000±0.000,nan±nan
No College,0.897±0.034,0.886±0.050,0.890±0.016,100.000±0.000,nan±nan
accuracy,0.891±0.013,0.891±0.013,0.891±0.013,0.891±0.013,0.965±0.008
macro avg,0.893±0.015,0.891±0.013,0.891±0.013,200.000±0.000,nan±nan
weighted avg,0.893±0.015,0.891±0.013,0.891±0.013,200.000±0.000,nan±nan
