,precision,recall,f1-score,support,ROC_AUC
College,0.890,0.896,0.892,100.000,
No College,0.897,0.886,0.890,100.000,
accuracy,0.891,0.891,0.891,0.891,0.965
macro avg,0.893,0.891,0.891,200.000,
weighted avg,0.893,0.891,0.891,200.000,
