,precision,recall,f1-score,support,ROC_AUC
College,0.808±0.031,0.802±0.043,0.804±0.028,100.000±0.000,nan±nan
No College,0.804±0.034,0.808±0.038,0.806±0.026,100.000±0.000,nan±nan
accuracy,0.805±0.026,0.805±0.026,0.805±0.026,0.805±0.026,0.889±0.025
macro avg,0.806±0.026,0.805±0.026,0.805±0.026,200.000±0.000,nan±nan
weighted avg,0.806±0.026,0.805±0.026,0.805±0.026,200.000±0.000,nan±nan
