,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.694±0.021,0.739±0.035,0.715±0.017,792.600±0.548,nan±nan
Recidivism,0.654±0.022,0.601±0.048,0.625±0.028,650.200±0.447,nan±nan
accuracy,0.676±0.017,0.676±0.017,0.676±0.017,0.676±0.017,0.727±0.016
macro avg,0.674±0.018,0.670±0.019,0.670±0.019,1442.800±0.447,nan±nan
weighted avg,0.676±0.018,0.676±0.017,0.674±0.018,1442.800±0.447,nan±nan
