,precision,recall,f1-score,support,ROC_AUC
No recidivism,0.021,0.035,0.017,0.548,
Recidivism,0.022,0.048,0.028,0.447,
accuracy,0.017,0.017,0.017,0.017,0.016
macro avg,0.018,0.019,0.019,0.447,
weighted avg,0.018,0.017,0.018,0.447,
