,precision,recall,f1-score,support,ROC_AUC
Not Potable,0.684±0.008,0.793±0.021,0.734±0.011,399.600±0.548,nan±nan
Potable,0.570±0.021,0.428±0.024,0.488±0.018,255.600±0.548,nan±nan
accuracy,0.650±0.011,0.650±0.011,0.650±0.011,0.650±0.011,0.656±0.014
macro avg,0.627±0.013,0.610±0.011,0.611±0.012,655.200±0.447,nan±nan
weighted avg,0.640±0.012,0.650±0.011,0.638±0.011,655.200±0.447,nan±nan
