,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.896,0.944,0.919,4944.000,
Income > 50K,0.787,0.654,0.714,1568.200,
accuracy,0.874,0.874,0.874,0.874,0.930
macro avg,0.842,0.799,0.817,6512.200,
weighted avg,0.870,0.874,0.870,6512.200,
