,precision,recall,f1-score,support,ROC_AUC
Income <= 50K,0.896±0.002,0.944±0.002,0.919±0.002,4944.000±0.000,nan±nan
Income > 50K,0.787±0.007,0.654±0.009,0.714±0.007,1568.200±0.447,nan±nan
accuracy,0.874±0.003,0.874±0.003,0.874±0.003,0.874±0.003,0.930±0.002
macro avg,0.842±0.004,0.799±0.004,0.817±0.004,6512.200±0.447,nan±nan
weighted avg,0.870±0.003,0.874±0.003,0.870±0.003,6512.200±0.447,nan±nan
